Region,Region.1,Fuel,Value,,Unit,Source,Updated at,Updated by
Central & South America,China,Hardcoal,16782.15593,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Europe,Hardcoal,9992.18997,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,FSU,Hardcoal,14293.65694,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,India,Hardcoal,15592.11016,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Japan + Republic of Korea,Hardcoal,16875.34825,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Middle East,Hardcoal,12861.11677,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,North America,Hardcoal,7652.175283,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Oceania,Hardcoal,15547.51929,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Africa,Hardcoal,9102.089819,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Asia-Rest,Hardcoal,3073.234639,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Central & South America,Hardcoal,16782.15593,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Europe,Hardcoal,6852.235455,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,FSU,Hardcoal,2521.363399,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,India,Hardcoal,2757.710221,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Japan + Republic of Korea,Hardcoal,2911.301733,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Middle East,Hardcoal,4759.676467,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,North America,Hardcoal,10378.28708,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Oceania,Hardcoal,7672.255997,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Africa,Hardcoal,4729.362996,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Asia-Rest,Hardcoal,9357.778653,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Central & South America,Hardcoal,9992.18997,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,China,Hardcoal,6852.235455,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,FSU,Hardcoal,4623.134493,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,India,Hardcoal,6271.833761,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Japan + Republic of Korea,Hardcoal,8826.835866,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Middle East,Hardcoal,3929.60841,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,North America,Hardcoal,7508.50222,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Oceania,Hardcoal,14233.59643,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Africa,Hardcoal,8074.947493,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Asia-Rest,Hardcoal,5547.799376,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Central & South America,Hardcoal,14293.65694,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,China,Hardcoal,2521.363399,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Europe,Hardcoal,4623.134493,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,India,Hardcoal,3837.865868,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Japan + Republic of Korea,Hardcoal,4250.976952,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Middle East,Hardcoal,4132.502748,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,North America,Hardcoal,8399.02516,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Oceania,Hardcoal,10175.17743,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Africa,Hardcoal,6783.819556,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Asia-Rest,Hardcoal,3305.882699,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Central & South America,Hardcoal,15592.11016,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,China,Hardcoal,2757.710221,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Europe,Hardcoal,6271.833761,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,FSU,Hardcoal,3837.865868,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Japan + Republic of Korea,Hardcoal,5583.267342,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Middle East,Hardcoal,2761.847935,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,North America,Hardcoal,12199.49225,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Oceania,Hardcoal,8007.382799,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Africa,Hardcoal,11953.10263,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Asia-Rest,Hardcoal,4150.842264,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Central & South America,Hardcoal,16875.34825,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,China,Hardcoal,2911.301733,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Europe,Hardcoal,8826.835866,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,FSU,Hardcoal,4250.976952,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,India,Hardcoal,5583.267342,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Middle East,Hardcoal,7620.153303,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,North America,Hardcoal,9223.299405,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Oceania,Hardcoal,6859.546762,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Africa,Hardcoal,4343.732131,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Asia-Rest,Hardcoal,6065.803234,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Central & South America,Hardcoal,12861.11677,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,China,Hardcoal,4759.676467,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Europe,Hardcoal,3929.60841,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,FSU,Hardcoal,4132.502748,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,India,Hardcoal,2761.847935,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Japan + Republic of Korea,Hardcoal,7620.153303,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,North America,Hardcoal,11092.46665,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Oceania,Hardcoal,10622.14299,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Africa,Hardcoal,11379.1441,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Asia-Rest,Hardcoal,13170.39014,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Central & South America,Hardcoal,7652.175283,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,China,Hardcoal,10378.28708,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Europe,Hardcoal,7508.50222,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,FSU,Hardcoal,8399.02516,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,India,Hardcoal,12199.49225,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Japan + Republic of Korea,Hardcoal,9223.299405,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Middle East,Hardcoal,11092.46665,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Oceania,Hardcoal,14757.4025,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Africa,Hardcoal,13028.48755,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Asia-Rest,Hardcoal,4887.189586,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Central & South America,Hardcoal,15547.51929,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,China,Hardcoal,7672.255997,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Europe,Hardcoal,14233.59643,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,FSU,Hardcoal,10175.17743,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,India,Hardcoal,8007.382799,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Japan + Republic of Korea,Hardcoal,6859.546762,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Middle East,Hardcoal,10622.14299,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,North America,Hardcoal,14757.4025,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Asia-Rest,LBG,9800.597366,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Central & South America,LBG,8904.563084,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,China,LBG,9102.089819,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Europe,LBG,4729.362996,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,FSU,LBG,8074.947493,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,India,LBG,6783.819556,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Japan + Republic of Korea,LBG,11953.10263,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Middle East,LBG,4343.732131,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,North America,LBG,11379.1441,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Oceania,LBG,13028.48755,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Africa,LBG,9800.597366,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Central & South America,LBG,18620.87487,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,China,LBG,3073.234639,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Europe,LBG,9357.778653,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,FSU,LBG,5547.799376,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,India,LBG,3305.882699,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Japan + Republic of Korea,LBG,4150.842264,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Middle East,LBG,6065.803234,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,North America,LBG,13170.39014,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Oceania,LBG,4887.189586,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Africa,LBG,8904.563084,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Asia-Rest,LBG,18620.87487,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,China,LBG,16782.15593,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Europe,LBG,9992.18997,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,FSU,LBG,14293.65694,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,India,LBG,15592.11016,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Japan + Republic of Korea,LBG,16875.34825,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Middle East,LBG,12861.11677,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,North America,LBG,7652.175283,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Oceania,LBG,15547.51929,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Africa,LBG,9102.089819,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Asia-Rest,LBG,3073.234639,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Central & South America,LBG,16782.15593,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Europe,LBG,6852.235455,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,FSU,LBG,2521.363399,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,India,LBG,2757.710221,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Japan + Republic of Korea,LBG,2911.301733,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Middle East,LBG,4759.676467,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,North America,LBG,10378.28708,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Oceania,LBG,7672.255997,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Africa,LBG,4729.362996,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Asia-Rest,LBG,9357.778653,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Central & South America,LBG,9992.18997,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,China,LBG,6852.235455,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,FSU,LBG,4623.134493,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,India,LBG,6271.833761,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Japan + Republic of Korea,LBG,8826.835866,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Middle East,LBG,3929.60841,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,North America,LBG,7508.50222,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Oceania,LBG,14233.59643,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Africa,LBG,8074.947493,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Asia-Rest,LBG,5547.799376,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Central & South America,LBG,14293.65694,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,China,LBG,2521.363399,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Europe,LBG,4623.134493,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,India,LBG,3837.865868,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Japan + Republic of Korea,LBG,4250.976952,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Middle East,LBG,4132.502748,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,North America,LBG,8399.02516,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Oceania,LBG,10175.17743,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Africa,LBG,6783.819556,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Asia-Rest,LBG,3305.882699,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Central & South America,LBG,15592.11016,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,China,LBG,2757.710221,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Europe,LBG,6271.833761,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,FSU,LBG,3837.865868,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Japan + Republic of Korea,LBG,5583.267342,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Middle East,LBG,2761.847935,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,North America,LBG,12199.49225,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Oceania,LBG,8007.382799,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Africa,LBG,11953.10263,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Asia-Rest,LBG,4150.842264,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Central & South America,LBG,16875.34825,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,China,LBG,2911.301733,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Europe,LBG,8826.835866,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,FSU,LBG,4250.976952,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,India,LBG,5583.267342,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Middle East,LBG,7620.153303,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,North America,LBG,9223.299405,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Oceania,LBG,6859.546762,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Africa,LBG,4343.732131,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Asia-Rest,LBG,6065.803234,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Central & South America,LBG,12861.11677,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,China,LBG,4759.676467,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Europe,LBG,3929.60841,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,FSU,LBG,4132.502748,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,India,LBG,2761.847935,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Japan + Republic of Korea,LBG,7620.153303,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,North America,LBG,11092.46665,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Oceania,LBG,10622.14299,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Africa,LBG,11379.1441,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Asia-Rest,LBG,13170.39014,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Central & South America,LBG,7652.175283,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,China,LBG,10378.28708,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Europe,LBG,7508.50222,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,FSU,LBG,8399.02516,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,India,LBG,12199.49225,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Japan + Republic of Korea,LBG,9223.299405,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Middle East,LBG,11092.46665,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Oceania,LBG,14757.4025,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Africa,LBG,13028.48755,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Asia-Rest,LBG,4887.189586,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Central & South America,LBG,15547.51929,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,China,LBG,7672.255997,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Europe,LBG,14233.59643,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,FSU,LBG,10175.17743,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,India,LBG,8007.382799,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Japan + Republic of Korea,LBG,6859.546762,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Middle East,LBG,10622.14299,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,North America,LBG,14757.4025,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Asia-Rest,LH2,9800.597366,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Central & South America,LH2,8904.563084,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,China,LH2,9102.089819,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Europe,LH2,4729.362996,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,FSU,LH2,8074.947493,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,India,LH2,6783.819556,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Japan + Republic of Korea,LH2,11953.10263,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Middle East,LH2,4343.732131,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,North America,LH2,11379.1441,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Oceania,LH2,13028.48755,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Africa,LH2,9800.597366,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Central & South America,LH2,18620.87487,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,China,LH2,3073.234639,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Europe,LH2,9357.778653,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,FSU,LH2,5547.799376,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,India,LH2,3305.882699,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Japan + Republic of Korea,LH2,4150.842264,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Middle East,LH2,6065.803234,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,North America,LH2,13170.39014,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Oceania,LH2,4887.189586,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Africa,LH2,8904.563084,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Asia-Rest,LH2,18620.87487,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,China,LH2,16782.15593,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Europe,LH2,9992.18997,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,FSU,LH2,14293.65694,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,India,LH2,15592.11016,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
