Source: ERA5 reanalysis data using Atlite (For global data see Assumptions.txt with notes by Viktor Rosenberg 2026.07.21); 19.04.2024; Konstantin Loeffler <kl@wip.tu-berlin.de>
HOUR,AT,BE,BG,CH,CZ,DE,DK,EE,ES,FI,FR,GR,HR,HU,IE,IT,LT,LU,LV,NL,NO,PL,PT,RO,NONEU_Balkan,SE,SI,SK,TR,UK,Africa,Asia-Rest,China,Europe,FSU,India,Japan + Republic of Korea,Central & South America,Middle East,North America,Oceania
20,1.523492231,1.482488982,1.660996789,1.418826758,1.569740991,1.436334746,1.338246551,1.130717879,1.40454918,1.256655609,1.430992902,1.895113691,1.469186058,1.637531441,1.348229796,1.738872608,1.10626463,1.394328148,1.099407395,1.463271715,1.262130912,1.334515299,1.346986652,1.547474849,1.641342265,1.232174282,1.647591044,1.558713061,1.897484909,1.334600834,1.2795587377101174,2.131364959568733,1.8782176424050636,1.3264407814407817,1.7890080392156862,2.7839424460431657,2.017884855769231,0.6494292532717475,2.401102739726028,1.4420807792207793,0.6452396381578948
21,1.550597416,1.502803784,1.723853514,1.417822575,1.585736972,1.447117872,1.341810825,1.111450248,1.440005147,1.255311359,1.445320592,1.958172149,1.489139304,1.647938817,1.385567391,1.781092183,1.129496701,1.35425805,1.110075448,1.474599088,1.265436941,1.373334175,1.447645099,1.577254302,1.676547388,1.230880747,1.653074524,1.583846378,1.955931612,1.331888387,1.5355003805899146,2.270305727762804,1.9164612341772156,1.3360144688644688,1.815324705882353,3.1529062350119905,2.0276286057692308,0.6604907621247113,2.680220034246576,1.4290413564213564,0.6189233141447369
22,1.558845617,1.50646688,1.747935802,1.419196353,1.604446276,1.456100292,1.339504973,1.116689834,1.451670336,1.2538163,1.455801033,1.976032709,1.515731112,1.654474544,1.429400661,1.788718431,1.141988116,1.438784028,1.113649796,1.464371666,1.269505864,1.41843521,1.468652151,1.592291038,1.659514789,1.230942508,1.654457314,1.59733961,2.008296786,1.342503181,1.7297450681890263,2.299570619946092,1.9228266613924048,1.3427762515262516,1.8088472549019603,3.248777697841727,2.0370915865384616,0.6646804849884527,2.839512328767124,1.426143088023088,0.6079587993421052
23,1.566840757,1.483076196,1.767209073,1.399851889,1.611441419,1.465754784,1.34761313,1.124560015,1.503748013,1.250913689,1.469436127,1.994371455,1.53204113,1.675305186,1.472644556,1.810181211,1.19324123,1.497593376,1.145789315,1.453636574,1.267608876,1.469967842,1.544787345,1.609516585,1.648002873,1.229831955,1.664232213,1.622332286,2.069697267,1.356409306,1.958170440849984,2.360224595687332,1.940016297468354,1.354292246642247,1.8284986274509805,3.596223980815348,2.033369230769231,0.7075007698229407,3.130254109589041,1.4385361904761904,0.5180914884868422
24,1.560553777,1.455547053,1.789742616,1.417187987,1.615813384,1.468378637,1.348494779,1.125688957,1.518275568,1.249078844,1.489429934,1.985714424,1.537008314,1.663171191,1.493730422,1.824241108,1.211782338,1.445163347,1.150658042,1.458078681,1.269350999,1.509845343,1.588457095,1.622115863,1.646869576,1.229794744,1.662515646,1.63194549,2.084056456,1.367878098,2.107065017443704,2.368868800539084,1.9426196202531645,1.3579301587301589,1.8300647058823527,3.641190407673861,2.0286810096153847,0.7258103156274057,3.1891167808219176,1.4397936796536794,0.4856348684210527
25,1.569023407,1.458105627,1.80209537,1.430911817,1.61967153,1.477845392,1.350167652,1.129324257,1.548634262,1.247743439,1.513542724,1.986857103,1.555252623,1.657308104,1.507580757,1.845476537,1.233285926,1.462507121,1.157066488,1.469585853,1.26945869,1.540224887,1.617725991,1.626723983,1.641010892,1.229199764,1.67591441,1.643618667,2.09819573,1.377204731,2.25203920076118,2.291544339622641,1.9439536392405063,1.361909829059829,1.8336107843137257,3.493797122302158,2.0027177884615384,0.7423093918398769,3.263182705479452,1.441589523809524,0.4657468338815789
26,1.585820318,1.451240818,1.804871949,1.453917364,1.602021413,1.482274394,1.35772572,1.137491529,1.578550974,1.246237674,1.522510797,2.006444101,1.557806639,1.652414254,1.49989379,1.842181934,1.256651644,1.454532972,1.164887753,1.483906359,1.276551548,1.573306889,1.651240558,1.623373613,1.622149111,1.228963843,1.671837562,1.645231898,2.102688155,1.388664926,2.375720583571202,2.2439305929919136,1.9427401898734176,1.3647621489621489,1.8373472549019607,3.532935731414868,1.9709406250000003,0.752843648960739,3.3716888698630134,1.442428658008658,0.4578790296052632
27,1.586053608,1.445103035,1.800481512,1.485165577,1.571827815,1.484826042,1.36385205,1.159308732,1.619264694,1.246206488,1.532174211,1.973107701,1.585290474,1.664362875,1.453076019,1.841493897,1.313223854,1.463304535,1.195809032,1.483504454,1.282894856,1.589471439,1.711892989,1.621965224,1.611260177,1.229208587,1.684783343,1.650857525,2.134287257,1.418219562,2.622521059308595,1.8064128706199465,1.812546914556962,1.368258485958486,1.8510694117647055,3.393539088729017,1.9519466346153844,0.7817781755196305,3.504303424657534,1.4449765945165949,0.4514067023026316
28,1.575440871,1.447368003,1.795212058,1.502438915,1.565224796,1.492732038,1.38050542,1.17232127,1.638589604,1.24333134,1.536685695,1.945838675,1.605544192,1.681035863,1.439520372,1.832657102,1.331323932,1.469085793,1.201261499,1.483440996,1.288216049,1.616369388,1.7643163610000001,1.617564007,1.623706566,1.230446883,1.702998033,1.661074657,2.133827847,1.444826758,2.7036748176339995,1.7409183962264148,1.797957832278481,1.3690821733821734,1.8487049019607844,3.3370438848920863,1.936113701923077,0.8003960354118554,3.550339383561644,1.4483779797979797,0.4468224917763158
29,1.559826228,1.457448507,1.788407812,1.502417994,1.538731593,1.498810668,1.385584321,1.179537854,1.648054087,1.243570586,1.544456134,1.938262221,1.624530293,1.694785252,1.373297084,1.856291688,1.349165629,1.465298073,1.209251964,1.463155375,1.29086497,1.624164192,1.768127628,1.612398702,1.638227354,1.230575776,1.721093517,1.666700284,2.142739642,1.463018635,2.763549508404694,1.696588611859838,1.7776715981012658,1.3710248473748472,1.84328,2.985113669064748,1.9265161057692304,0.8115461508852962,3.414589383561644,1.4492227417027417,0.4449584292763157
30,1.546730331,1.469989716,1.754874924,1.491616057,1.539479785,1.507816417,1.400037337,1.196131676,1.660745307,1.245607441,1.558837805,1.955632174,1.640352043,1.704085686,1.321156121,1.870032495,1.383173996,1.473272222,1.243633381,1.454884595,1.296425371,1.64166343,1.781135116,1.596674105,1.620870009,1.22993553,1.735493613,1.672698195,2.13659259,1.478625592,2.689339232477006,1.3103898921832884,1.634203401898734,1.3723394383394385,1.7174217647058825,1.7416757793764992,1.9179716346153843,0.8398146651270207,2.640478595890411,1.4495167388167387,0.4491891858552632
31,1.520115451,1.486445685,1.723355869,1.504503068,1.533120154,1.509461602,1.409946469,1.189098748,1.670974053,1.246093847,1.559762792,1.911372017,1.659732513,1.71307893,1.276156638,1.863814232,1.394106212,1.466693549,1.251699986,1.450579982,1.298558709,1.647126523,1.772930645,1.589739239,1.630791332,1.226642615,1.757689786,1.672673376,2.108402157,1.477017898,2.5299488106565176,1.2801372641509434,1.6180428797468356,1.3718468253968257,1.6894970588235292,1.5491872901678656,1.9176394230769231,0.8573887990762125,2.234702397260274,1.4504617027417028,0.4526807976973684
32,1.508012026,1.513639278,1.711486808,1.515109748,1.524984694,1.511725536,1.418830778,1.177263766,1.676272585,1.248450938,1.55747823,1.839252865,1.675582433,1.714524841,1.21586473,1.884830287,1.408424117,1.478056711,1.257727732,1.437761331,1.302955471,1.636443318,1.793478705,1.578285185,1.646259848,1.228696467,1.773544196,1.657293904,1.989003838,1.468400542,2.316537075800825,1.2756175202156337,1.6072830696202531,1.366012087912088,1.667862549019608,1.4391803357314148,1.931812980769231,0.8678527328714395,1.914884589041096,1.4500088888888891,0.4551758634868421
33,1.497399289,1.531381524,1.528558157,1.520012112,1.497896543,1.513477363,1.428287782,1.164980449,1.65310795,1.252255146,1.540876041,1.522327291,1.677347708,1.709461506,1.138443299,1.864081469,1.402236323,1.496596607,1.257008633,1.433604788,1.31119529,1.595911022,1.769152163,1.538877502,1.56474859,1.229204367,1.760383844,1.629562872,1.737614856,1.462135979,1.7698385347288297,1.240722102425876,1.6198057753164556,1.3450727106227105,1.5620327450980394,1.1488052757793767,1.9508382211538464,0.8964820246343341,1.3366354452054794,1.4482573737373734,0.4699011101973684
34,1.462555978,1.522797017,1.458260015,1.496232508,1.456101463,1.495802457,1.412568809,1.160178395,1.543810598,1.256468494,1.496985366,1.433533729,1.664690308,1.685961492,1.084270869,1.779650296,1.379436372,1.481047017,1.249204288,1.421706288,1.32021611,1.536629216,1.66109248,1.490146499,1.528522836,1.229878755,1.703236445,1.573438967,1.625039901,1.436458724,1.4171276879162702,1.2546752021563343,1.627418591772152,1.3280935897435897,1.5549825490196076,1.13290551558753,1.9714252403846155,0.9053639337952272,1.2460635273972602,1.4484960173160173,0.47492541118421056
35,1.442603715,1.478630149,1.320370545,1.445214448,1.432767793,1.462167814,1.359172528,1.15407995,1.342836014,1.254356234,1.428628741,1.224125496,1.627844879,1.62290815,1.084979374,1.629420802,1.344421208,1.43838532,1.240553943,1.389585625,1.308544462,1.481167811,1.381722464,1.439693123,1.474866836,1.226301585,1.632857171,1.513112389,1.495561682,1.39628213,0.9123767840152236,1.527543396226415,1.7286318829113922,1.3002153235653235,1.6147564705882351,1.382042206235012,1.9714338942307692,0.8361630100076983,1.1282693493150686,1.4491877344877344,0.4957898437499999
36,1.416874547,1.455896585,1.279470653,1.417599423,1.417434367,1.433166571,1.312716407,1.151308911,1.223716384,1.257647505,1.371451558,1.180796871,1.582445376,1.567587516,1.086960681,1.537881902,1.327777867,1.411671921,1.240114024,1.368337547,1.306706085,1.440567069,1.234058382,1.41075943,1.472215848,1.220993562,1.560499076,1.454622412,1.434292245,1.352903043,0.7668814145258485,1.5476212938005394,1.7425026107594936,1.28599768009768,1.6308107843137256,1.4343067146282975,1.9897903846153848,0.8197737875288684,1.1004049657534245,1.4473605483405485,0.5064573190789474
37,1.402066536,1.434407355,1.268080633,1.3997263660000001,1.406783901,1.412913357,1.284066582,1.14942374,1.122674641,1.262623742,1.31639974,1.175555455,1.548933313,1.519830105,1.074891013,1.471076454,1.31904635,1.402900358,1.24628982,1.360955189,1.307848281,1.425513618,1.124179127,1.387361289,1.483104782,1.222211526,1.49968013,1.414978286,1.410038426,1.311572978,0.687063495084047,1.540187803234501,1.7544534018987343,1.2772531746031746,1.640096862745098,1.460810551558753,2.000064663461538,0.7936338722093919,1.1152967465753425,1.4475214141414143,0.5270236430921053
38,1.406633493,1.413896815,1.245802889,1.402466948,1.405828379,1.400032926,1.281685376,1.154366236,1.040275101,1.2646592,1.28246251,1.182200378,1.529684299,1.485260667,1.074307907,1.431481393,1.323764042,1.39392944,1.259309751,1.370495142,1.31544624,1.422373109,1.058936782,1.385326747,1.498533533,1.22963171,1.467709058,1.388827393,1.428915646,1.266738083,0.6521753568030447,1.5518691374663074,1.7642030063291136,1.2737253968253968,1.6542033333333332,1.4890091127098322,2.012623076923077,0.7603595842956121,1.2031231164383562,1.4479029725829726,0.5349551809210528
39,1.43456508,1.403718442,1.320151953,1.409175446,1.40999752,1.405337286,1.302890165,1.17694507,0.981467709,1.268791558,1.255679976,1.353813282,1.532322823,1.47928106,1.094986226,1.442140988,1.353014624,1.397916515,1.299130945,1.389173143,1.332070738,1.430169054,1.00985749,1.397793535,1.538053139,1.240323326,1.467470646,1.402957645,1.533875697,1.228547464,0.637129432286711,1.6601865902964958,1.8096914556962025,1.2823520146520146,1.734906862745098,1.8506023980815347,2.025890625,0.7136155119322556,1.5169926369863014,1.4437318037518037,0.5543480674342106
40,1.459499478,1.402446145,1.402305205,1.411134997,1.438852486,1.423353227,1.350401251,1.182724819,0.97978528,1.272374206,1.245076021,1.451679958,1.534642094,1.507516034,1.123846839,1.470605797,1.366160903,1.409678384,1.313868256,1.403186933,1.35069515,1.443262682,1.006808476,1.413474573,1.548126894,1.254505034,1.491121133,1.433112661,1.68670925,1.208772251,0.6719395813510942,1.928115633423181,1.850840664556962,1.2942217338217337,1.7501901960784314,2.385128776978417,2.0414341346153844,0.6862253656658968,1.684620376712329,1.4427386147186143,0.5846192434210525
41,1.495173144,1.425025915,1.443967842,1.448931318,1.475631074,1.451562426,1.378146821,1.188747642,1.01977157,1.274687545,1.251281027,1.523296084,1.641976472,1.551089309,1.130480453,1.595276194,1.371836389,1.437587905,1.325272328,1.417993955,1.36503764,1.452303194,1.01117709,1.431431539,1.563244154,1.265904029,1.6463513,1.467544809,1.737791842,1.20539638,0.7657387884554394,1.9364380727762804,1.860104509493671,1.305814835164835,1.757305882352941,2.457931654676259,2.0557132211538462,0.672737259430331,1.798579280821918,1.4372822510822507,0.5979909128289475
42,1.52270537,1.428591142,1.580429489,1.473352484,1.488719924,1.462367769,1.388854712,1.213346687,1.124571483,1.274922602,1.249785128,1.755551674,1.697019261,1.576845579,1.096415776,1.723532364,1.385147497,1.453735557,1.350813052,1.421114007,1.380530425,1.457473113,1.057920444,1.448648012,1.619325809,1.278278929,1.736399579,1.475395868,1.867665455,1.208737862,1.022775737392959,2.0918758760107816,1.8989687500000003,1.3245246642246642,1.797507450980392,2.8770693045563545,2.068521875,0.6480400692840647,2.156917123287671,1.4194804906204903,0.6143543585526314
43,1.55246374,1.413267657,1.607065114,1.480298081,1.503327695,1.473385286,1.397618453,1.221832655,1.19821687,1.273250668,1.233322008,1.794781562,1.748343704,1.594381876,1.036318237,1.802032454,1.386194388,1.44695753,1.359484546,1.424445587,1.38870115,1.458260236,1.098565769,1.459403316,1.624674177,1.291293309,1.787419784,1.480326564,1.924810748,1.216981236,1.184194640025373,2.1161520215633423,1.9023271360759493,1.3330411477411477,1.8010360784313726,2.943567386091127,2.0758502403846157,0.6403678214010777,2.273001712328768,1.4154170562770565,0.6381701069078947
44,1.574563066,1.358894453,1.627380184,1.476469634,1.516714019,1.483721846,1.389947354,1.232473875,1.228038871,1.272471953,1.216751842,1.834582788,1.805452241,1.615366113,1.078032262,1.858361784,1.386127565,1.412469336,1.364277133,1.426180124,1.402047256,1.460996916,1.119015474,1.469018842,1.619166749,1.308091243,1.844161882,1.501753586,1.947177975,1.221295645,1.307027624484618,2.1534183962264146,1.912413212025316,1.339810989010989,1.805332549019608,3.0184405275779373,2.0826338942307694,0.6376795227097768,2.359992636986301,1.4115407215007216,0.6478274259868421
45,1.586642766,1.302829513,1.678553883,1.4699285,1.522834769,1.491514535,1.39168051,1.238804591,1.24959211,1.269727133,1.204582454,1.892368779,1.866739222,1.646900728,1.157541588,1.902884789,1.378959703,1.395922977,1.364442103,1.399569789,1.416825752,1.461520524,1.148186015,1.483514727,1.632149964,1.319462617,1.880376691,1.517703893,1.991806237,1.203953467,1.5636845226768157,2.304312466307277,1.9505119462025315,1.3477340659340658,1.843771568627451,3.341656354916067,2.087803365384615,0.6434849884526559,2.695618321917808,1.4035768253968255,0.6228012335526315
46,1.605570924,1.251811817,1.698227131,1.467662115,1.539479785,1.499496069,1.390165882,1.240608737,1.273213198,1.267111711,1.18823004,1.941634364,1.884016385,1.667111694,1.22018473,1.938393506,1.373805435,1.361036076,1.363283084,1.353223808,1.42286171,1.460919345,1.15057113,1.49291609,1.634979894,1.33186744,1.913992808,1.532156791,2.030490039,1.204864781,1.7601464954012052,2.297743126684636,1.9492796677215187,1.3541948717948715,1.852260784313725,3.392950119904077,2.092280048076923,0.65086389530408,2.8267981164383564,1.4031015873015873,0.6029393503289474
47,1.616899349,1.219766719,1.712291411,1.468073551,1.543324409,1.502189907,1.397136184,1.248662575,1.29210007,1.262291869,1.156699971,2.024664853,1.937472305,1.703836756,1.314698065,1.954254266,1.34882706,1.35106839,1.357627577,1.30972289,1.425828465,1.463005792,1.17079134,1.507646102,1.669674701,1.334263856,1.936117458,1.559424537,2.057359481,1.191934448,2.014551728512528,2.405887803234501,1.9788286392405063,1.3574883394383397,1.8965994117647065,3.738534292565947,2.0829903846153845,0.6887561585835259,3.090046917808219,1.4186142857142856,0.4918789884868421
48,1.640524948,1.15933962,1.709166015,1.450123785,1.558973338,1.501934409,1.39682723,1.251168933,1.292885379,1.260435147,1.12668593,2.021597009,1.960758916,1.730779415,1.321457079,1.961451736,1.340549938,1.279899111,1.354526989,1.256872396,1.430654086,1.468206511,1.182003843,1.518833361,1.675420718,1.351067927,1.968541514,1.561616877,2.069252167,1.19396341,2.1531943862987637,2.4126052560646896,1.9815075949367087,1.3604444444444443,1.8997327450980392,3.7507633093525183,2.0813146634615385,0.7042557736720555,3.16862756849315,1.4201256854256854,0.46214181743421046
49,1.667922735,1.108629512,1.697245794,1.430033158,1.584362282,1.49387067,1.403639287,1.253750915,1.294298146,1.254324118,1.108120317,2.038321101,1.999510467,1.765957936,1.33742039,1.991689487,1.335636232,1.20374599,1.350500032,1.221028825,1.432977551,1.474648375,1.184929913,1.528517854,1.677123978,1.367530201,1.996173485,1.583349999,2.081064268,1.222228452,2.2759188392007617,2.3434315363881404,1.9845193037974684,1.363166971916972,1.9038803921568628,3.64029448441247,2.0595288461538463,0.7186539645881448,3.269718493150685,1.4211266666666664,0.4373884457236842
50,1.674411373,1.065455314,1.684251219,1.405005298,1.610968165,1.47684895,1.412794873,1.259282189,1.304449281,1.253015243,1.091736795,2.044109016,2.030844105,1.804907476,1.333752465,2.00095107,1.34544137,1.119818073,1.354873849,1.191647461,1.438926308,1.482075855,1.17789751,1.53881398,1.681425206,1.376511297,1.988735025,1.624888637,2.092192526,1.259294258,2.4196508404693944,2.312980929919137,1.979861946202532,1.3655168498168495,1.906862745098039,3.642857793764988,2.0398692307692308,0.7303969207082371,3.3081763698630136,1.425618759018759,0.4260543585526316
51,1.686878572,1.040918165,1.667819638,1.371344257,1.635780191,1.452065646,1.425333881,1.267033535,1.318736112,1.251415921,1.07372654,2.019907833,2.071041679,1.861531018,1.320366106,2.006132292,1.34852413,1.105464605,1.348359653,1.142435264,1.445169549,1.493418418,1.186601953,1.547730755,1.709333484,1.392273481,1.997437069,1.667362122,2.118192855,1.304421461,2.6439785283856643,2.0263319407008087,1.8779386867088608,1.3691760683760683,1.9326454901960783,3.487181534772182,2.0254064903846154,0.7631222863741339,3.4664486301369863,1.4371833477633478,0.41713482730263157
52,1.682964037,1.014185954,1.659550363,1.339245278,1.650658392,1.42208018,1.44408211,1.276923928,1.31810997,1.246793434,1.063269888,2.05197114,2.110131262,1.920606782,1.319344103,2.033929006,1.352079104,1.091908552,1.344315776,1.10163134,1.440205739,1.513655477,1.186118373,1.555598498,1.728559776,1.393221383,2.009333837,1.707130343,2.098802,1.346258766,2.690257342213765,1.7683063342318055,1.8559785601265824,1.370975702075702,1.9242454901960784,3.4309000000000003,2.016166346153846,0.7881805234795998,3.4840602739726028,1.4417650505050503,0.4093875
53,1.670738037,1.038457459,1.675940085,1.314677669,1.651262354,1.383432222,1.463131757,1.283087193,1.312157672,1.245580444,1.064877407,2.062081359,2.130600944,1.973951869,1.286426828,2.071340296,1.354640646,1.081342804,1.343829326,1.101652493,1.433481223,1.526599666,1.191937728,1.562473471,1.738507609,1.404026549,2.029002841,1.744846864,2.107917141,1.355453574,2.768083032032984,1.640651752021563,1.822963132911392,1.373409523809524,1.9218796078431373,3.0730458033573136,2.0081870192307694,0.7991540415704387,3.417894178082192,1.4413532467532466,0.4050853618421053
54,1.648563583,1.11254427,1.676074961,1.269538262,1.651158689,1.343382358,1.479965978,1.290503638,1.31490691,1.237216586,1.074340453,2.089648475,2.16441348,2.023954943,1.266971151,2.079144037,1.359656814,1.040275938,1.341012148,1.146792759,1.429953139,1.541324579,1.206363171,1.576967542,1.778802629,1.407455646,2.016915344,1.774538593,2.077819028,1.355169863,2.713365937202664,1.298535714285714,1.6903506329113924,1.3742677045177043,1.8153972549019608,1.778164508393285,2.000688461538461,0.8334993841416474,2.679620034246576,1.4487517748917749,0.40665699013157885
55,1.630185042,1.189161694,1.675726145,1.232125483,1.636352603,1.310215387,1.487441156,1.299502761,1.305692357,1.232486578,1.075147415,2.089760259,2.175230487,2.066818503,1.240292483,2.09512645,1.356796796,1.092307259,1.335703501,1.233984969,1.428899098,1.543328892,1.20352726,1.587918859,1.786563397,1.419554346,2.009381519,1.793475447,2.044482453,1.342905821,2.5952901363780527,1.2197300539083558,1.6807995253164554,1.3736114774114776,1.7944821568627451,1.5301369304556354,2.00073125,0.8422321016166282,2.3334621575342465,1.4479889177489176,0.4078847039473685
56,1.610711221,1.243185366,1.655559903,1.19778104,1.624710557,1.292600468,1.496039118,1.303640414,1.308666533,1.23173579,1.111882479,2.056045036,2.157831256,2.062173583,1.251233558,2.098953534,1.354703014,1.256574726,1.332607143,1.297570555,1.429255052,1.550927485,1.188519881,1.592623171,1.808844952,1.435284307,1.972999821,1.793119709,1.934145049,1.335191181,2.39335020615287,1.1818710242587598,1.6700585443037976,1.371010561660562,1.7661333333333331,1.399720143884892,2.013578846153846,0.8508247882986913,2.0107717465753425,1.4493656565656567,0.411757072368421
57,1.582664966,1.287226403,1.564723447,1.160298526,1.597757621,1.288929073,1.500078125,1.304369634,1.298873194,1.225870524,1.129782943,1.797209753,1.994083184,1.914791363,1.231865661,1.977837,1.347526242,1.277905574,1.324028709,1.31623798,1.421159138,1.528939362,1.175077991,1.560108611,1.674168126,1.435720089,1.927916079,1.716462266,1.693936292,1.318896441,1.775740818268316,1.12316846361186,1.690162420886076,1.3498866910866911,1.6699986274509804,1.1225815347721824,2.035462740384616,0.8831989992301771,1.3341748287671231,1.452975497835498,0.42281167763157895
58,1.520811368,1.30257785,1.537087882,1.118115879,1.567365707,1.287932631,1.493846299,1.302673521,1.229255639,1.22389511,1.136909277,1.689903559,1.862936368,1.772085841,1.228718142,1.802828185,1.345067162,1.335718153,1.32267511,1.302245344,1.419661942,1.491727814,1.148341744,1.518519377,1.631646276,1.44157936,1.826710111,1.61307482,1.609884653,1.300354941,1.4432246114811291,1.128304919137466,1.6904223892405066,1.3355123931623931,1.6574670588235296,1.0970736211031171,2.0513072115384614,0.8863135488837568,1.2253092465753426,1.4526965945165944,0.42720629111842107
59,1.470377139,1.279145222,1.434317253,1.094252592,1.52377677,1.306947235,1.487064383,1.297525763,1.087042407,1.217081235,1.115177116,1.524935579,1.638192397,1.608554975,1.218316283,1.601195311,1.337177612,1.336116861,1.317032294,1.311055522,1.398732649,1.452127518,1.059543306,1.457383294,1.4546928160000001,1.456729302,1.671456102,1.521418462,1.515308767,1.264979936,0.9168233745639076,1.4661239892183286,1.7837113924050632,1.3106457264957263,1.7230870588235294,1.4010383693045565,2.061255528846154,0.8081156274056968,1.1084859589041096,1.4583991341991345,0.4409104440789473
60,1.415941386,1.249728606,1.409174563,1.162697407,1.481999719,1.31672281,1.471081669,1.294241569,0.974577512,1.214296385,1.094566651,1.472366163,1.498144086,1.528457899,1.181975612,1.49390135,1.3355738640000001,1.301030606,1.313770966,1.317972517,1.384627939,1.440603573,0.992309266,1.420329582,1.408612014,1.457760447,1.552011603,1.493414421,1.482830009,1.227544446,0.7658662543609261,1.512232075471698,1.7986321202531643,1.2976984737484736,1.7390756862745098,1.4411721822541963,2.0831129807692306,0.7976317167051579,1.0912729452054797,1.4588854545454544,0.4510279194078947
61,1.401354802,1.231329239,1.386296855,1.295305311,1.449304636,1.324428851,1.449907022,1.291854047,0.895196873,1.213342657,1.088747742,1.427807917,1.412697246,1.513707496,1.149265245,1.439775735,1.332246087,1.302824789,1.315750604,1.297634014,1.374468735,1.444804988,0.921919661,1.398465061,1.374102776,1.462302399,1.456098385,1.518506372,1.471469786,1.199114623,0.6851799873136695,1.5393236522911051,1.8192229430379747,1.2908139804639802,1.745744705882353,1.4925812949640287,2.103562980769231,0.7710823325635103,1.09876147260274,1.4574077344877343,0.4699062088815789
62,1.417511153,1.213531068,1.389589682,1.312083531,1.444964222,1.331701657,1.427006754,1.286960165,0.842010292,1.214156747,1.098577672,1.415306767,1.361842291,1.518506011,1.122693167,1.42090157,1.329381615,1.300631898,1.317404533,1.27286398,1.375504192,1.459789994,0.876897525,1.396644681,1.357003902,1.469055484,1.402574851,1.546435957,1.482653776,1.181123349,0.6459322867110688,1.5552772911051214,1.827501977848101,1.2898166666666668,1.7609298039215686,1.565969784172662,2.123171394230769,0.7456305619707467,1.1699255136986304,1.4592098124098123,0.47637138157894726
63,1.42592938,1.213489124,1.441935405,1.329182531,1.420661508,1.338645648,1.41356349,1.295122036,0.795545533,1.217977712,1.11045154,1.494573869,1.370809514,1.55099927,1.122718246,1.419146576,1.335662962,1.297641593,1.331232394,1.257083925,1.374061319,1.4725596460000001,0.84670245,1.427591137,1.426347125,1.473933862,1.421504778,1.557844398,1.568731336,1.187144322,0.6320446241674595,1.7158020889487873,1.8743449367088607,1.2970739316239317,1.82416,1.9244964028776976,2.145262980769231,0.6931290608160123,1.486864212328767,1.454594401154401,0.4926182976973685
64,1.416060008,1.21912358,1.471775489,1.31987292,1.43147874,1.347663616,1.426381311,1.296899173,0.799069557,1.220461408,1.124175382,1.533921751,1.38480026,1.574515174,1.124981701,1.448090019,1.337030602,1.30342285,1.332061474,1.235920459,1.376412421,1.483741363,0.832531091,1.474999052,1.443008586,1.477494921,1.439814833,1.566233201,1.64520648,1.205571192,0.6783692673644148,1.98071846361186,1.91117539556962,1.303815811965812,1.837293725490196,2.4567949640287767,2.16554375,0.6457037336412625,1.677057705479452,1.4490820202020205,0.5211911595394737
65,1.416866639,1.232573573,1.558891236,1.326532604,1.439789979,1.352801347,1.436712428,1.29771482,0.833800724,1.221847549,1.167883072,1.649102489,1.478068774,1.603555197,1.131201498,1.498673737,1.341957673,1.334721385,1.331676544,1.235550283,1.382104816,1.482115781,0.849546557,1.521568468,1.489593075,1.480010641,1.511982199,1.578460667,1.685654114,1.224657188,0.7582122423089122,1.988547102425876,1.9223864715189871,1.312493894993895,1.843272549019608,2.48108417266187,2.182620913461538,0.6313044264819091,1.7958541095890412,1.4436506493506494,0.5324262335526315
66,1.417819571,1.238935056,1.707231247,1.354294072,1.424132036,1.34991533,1.44391633,1.305428355,0.93871771,1.227121216,1.209746278,1.993415083,1.517834419,1.617458181,1.156914593,1.548054885,1.352497861,1.32535176,1.333190883,1.234693591,1.380885902,1.476907077,0.909362968,1.557181121,1.593843185,1.478008576,1.538279061,1.56617529,1.753005834,1.235737668,0.9869280050745324,2.137539218328841,1.9545481803797464,1.3258371184371185,1.8922096078431367,2.922035251798561,2.199139182692308,0.6051580446497307,2.1598869863013697,1.4232202597402597,0.5499324013157894
67,1.430935239,1.245590146,1.767497428,1.371950951,1.412435904,1.350422994,1.455536012,1.310759768,1.02735368,1.234155719,1.230765714,2.05347401,1.554895812,1.636450981,1.182728006,1.564242712,1.355482614,1.323358223,1.334079183,1.2332975,1.382626595,1.467925884,0.976867485,1.569108874,1.595871191,1.479932001,1.584435659,1.569046014,1.784646358,1.244204571,1.14085721535046,2.204441307277628,1.956190348101266,1.3323089743589742,1.895998823529412,3.057259472422062,2.2118069711538464,0.5983726712856042,2.362225,1.421442943722944,0.5714963815789473
68,1.443956008,1.263765812,1.786677682,1.38103741,1.400793859,1.341791605,1.4552572,1.317614443,1.065216875,1.239331173,1.244311145,2.114650775,1.589506478,1.656545426,1.204396978,1.559966908,1.357500664,1.325949821,1.332632523,1.238194394,1.388214157,1.464888044,1.00602983,1.581938649,1.605673219,1.483476564,1.65789045,1.573670611,1.803843658,1.248583461,1.2736622264509991,2.2511914420485173,1.9594384493670889,1.3366285103785105,1.8968894117647064,3.1226203836930457,2.2212781250000004,0.5961288683602771,2.453859760273972,1.4185097546897547,0.5776044819078948
