Region,Fuel,Year,Value,,Unit,Source,Updated at,Updated by
North America,Heat_MediumHigh_Industrial,2050,-0.012957041,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Heat_MediumHigh_Industrial,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Heat_MediumHigh_Industrial,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Heat_MediumHigh_Industrial,2025,0.009928813,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Heat_MediumHigh_Industrial,2030,0.007803424,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Heat_MediumHigh_Industrial,2035,0.012787248,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Heat_MediumHigh_Industrial,2040,0.008903105,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Heat_MediumHigh_Industrial,2045,0.00573519,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Heat_MediumHigh_Industrial,2050,0.00161552,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Heat_MediumHigh_Industrial,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Heat_MediumHigh_Industrial,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Heat_Buildings,2025,0.012306272,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Heat_Buildings,2030,0.016005472,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Heat_Buildings,2035,0.013978255,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Heat_Buildings,2040,0.009903153,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Heat_Buildings,2045,0.005575654,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Heat_Buildings,2050,0.000542645,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Heat_Buildings,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Heat_Buildings,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Heat_Buildings,2025,0.01769733,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Heat_Buildings,2030,0.019066311,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Heat_Buildings,2035,0.01336488,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Heat_Buildings,2040,0.008487531,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Heat_Buildings,2045,0.004179245,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Heat_Buildings,2050,0.000703533,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Heat_Buildings,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Heat_Buildings,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Heat_Buildings,2025,0.020092735,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Heat_Buildings,2030,0.020242891,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Heat_Buildings,2035,0.014464274,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Heat_Buildings,2040,0.00985444,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Heat_Buildings,2045,0.006035625,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Heat_Buildings,2050,0.002692883,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Heat_Buildings,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Heat_Buildings,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Heat_Buildings,2025,-0.003379369,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Heat_Buildings,2030,-0.007259548,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Heat_Buildings,2035,-0.009739332,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Heat_Buildings,2040,-0.012474023,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Heat_Buildings,2045,-0.015445736,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Heat_Buildings,2050,-0.018800425,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Heat_Buildings,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Heat_Buildings,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Heat_Buildings,2025,0.002064604,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Heat_Buildings,2030,-0.000530631,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Heat_Buildings,2035,-0.003021226,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Heat_Buildings,2040,-0.004785749,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Heat_Buildings,2045,-0.006469717,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Heat_Buildings,2050,-0.008549899,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Heat_Buildings,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Heat_Buildings,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Heat_Buildings,2025,0.007327417,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Heat_Buildings,2030,0.005231847,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Heat_Buildings,2035,-0.000906137,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Heat_Buildings,2040,-0.006742128,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Heat_Buildings,2045,-0.011706562,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Heat_Buildings,2050,-0.016248554,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Heat_Buildings,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Heat_Buildings,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Heat_Buildings,2025,-0.004990039,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Heat_Buildings,2030,-0.010174606,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Heat_Buildings,2035,-0.013128447,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Heat_Buildings,2040,-0.016294653,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Heat_Buildings,2045,-0.01948489,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Heat_Buildings,2050,-0.022865533,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Heat_Buildings,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Heat_Buildings,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Heat_Buildings,2025,0.001768688,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Heat_Buildings,2030,-0.000885289,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Heat_Buildings,2035,-0.004369995,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Heat_Buildings,2040,-0.008324172,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Heat_Buildings,2045,-0.012408407,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Heat_Buildings,2050,-0.016792982,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Heat_Buildings,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Heat_Buildings,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Heat_Buildings,2025,0.009086389,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Heat_Buildings,2030,0.007849498,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Heat_Buildings,2035,0.003297641,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Heat_Buildings,2040,-0.00103966,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Heat_Buildings,2045,-0.005935586,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Heat_Buildings,2050,-0.011592509,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Heat_Buildings,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Heat_Buildings,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Heat_Buildings,2025,0.006425882,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Heat_Buildings,2030,0.006258504,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Heat_Buildings,2035,0.003685669,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Heat_Buildings,2040,0.000775193,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Heat_Buildings,2045,-0.001999814,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Heat_Buildings,2050,-0.004559674,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Heat_Buildings,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Heat_Buildings,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Heat_Buildings,2025,0.01459221,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Heat_Buildings,2030,0.015209171,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Heat_Buildings,2035,0.010761062,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Heat_Buildings,2040,0.006679422,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Heat_Buildings,2045,0.002872888,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Heat_Buildings,2050,-0.000569242,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Heat_Buildings,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Heat_Buildings,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Heat_Cooling,2025,0.053509321,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Heat_Cooling,2030,0.05576558,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Heat_Cooling,2035,0.055157041,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Heat_Cooling,2040,0.05129269,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Heat_Cooling,2045,0.045071633,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Heat_Cooling,2050,0.038263086,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Heat_Cooling,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Heat_Cooling,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Heat_Cooling,2025,0.068885724,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Heat_Cooling,2030,0.071972594,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Heat_Cooling,2035,0.067583659,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Heat_Cooling,2040,0.05781914,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Heat_Cooling,2045,0.046372274,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Heat_Cooling,2050,0.036246057,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Heat_Cooling,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Heat_Cooling,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Heat_Cooling,2025,0.061197335,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Heat_Cooling,2030,0.038408022,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Heat_Cooling,2035,0.02379029,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Heat_Cooling,2040,0.014235247,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Heat_Cooling,2045,0.008407189,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Heat_Cooling,2050,0.004004401,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Heat_Cooling,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Heat_Cooling,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Heat_Cooling,2025,0.047935775,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Heat_Cooling,2030,0.037156804,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Heat_Cooling,2035,0.031477288,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Heat_Cooling,2040,0.027919224,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Heat_Cooling,2045,0.024606418,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Heat_Cooling,2050,0.020910227,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Heat_Cooling,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Heat_Cooling,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Heat_Cooling,2025,0.053509321,,annual percentage change,"Net Zero Roadmap: A Global Pathway to Keep the 1.5 C Goal in Reach - Analysis - IEA + Global air conditioner stock, 1990-2050 - Charts - Data & Statistics - IEA",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
